mun_n,bairro_n,n_cases
MAUA,CHACARA MARIA APARECIDA,15
SAO PAULO,VILA TOLSTOI,15
OSASCO,QUITAUNA,15
SAO PAULO,JARDIM SANTA ADELIA,15
SAO PAULO,JD PAULISTANO,15
GUARULHOS,PARQUE DAS NACOES,15
SAO PAULO,JARDIM CABUCU,15
OSASCO,VILA DOS REMEDIOS,15
SAO PAULO,PARQUE DAS FLORES,15
SAO PAULO,JARDIM POPULAR,15
MOGI DAS CRUZES,CONJUNTO SANTO ANGELO,15
OSASCO,SANTO ANTONIO,15
SAO PAULO,JOVA RURAL,15
SANTO ANDRE,VILA CAMILOPOLIS,15
SAO PAULO,VILA IORIO,15
OSASCO,BELA VISTA,15
CARAPICUIBA,PARQUE ROSEIRA,15
SANTO ANDRE,CAMPESTRE,15
SAO PAULO,JARDIM VIRGINIA BIANCA,15
CAIEIRAS,VILA ROSINA,15
SANTO ANDRE,JARDIM CRISTIANE,15
SAO PAULO,JD ELIANA,14
CARAPICUIBA,ALTOS DE SANTA LUCIA,14
SAO PAULO,JARDIM DAYSY,14
SAO PAULO,JARDIM JARAGUA,14
SAO PAULO,JD EDITH,14
SAO PAULO,JARDIM DO LAGO,14
TABOAO DA SERRA,JARDIM DAS OLIVEIRAS,14
COTIA,PARQUE ALEXANDRE,14
SAO PAULO,JARDIM IRIS,14
SAO CAETANO DO SUL,OSWALDO CRUZ,14
SAO PAULO,JARDIM DOS ALAMOS,14
SAO PAULO,PARQUE DAS CEREJEIRAS,14
CARAPICUIBA,VILA MARTINS,14
SUZANO,JARDIM MAITE,14
BARUERI,JARDIM SILVEIRA,14
SAO PAULO,JARDIM SAO RAFAEL,14
SAO PAULO,COHAB PE MANUEL DA NOBREGA,14
ITAPECERICA DA SERRA,JARDIM DO CARMO,14
SAO PAULO,LOTEAMENTO VITORIA REGIA,14
SAO PAULO,VILA FRANCA,14
SAO PAULO,CITY JARAGUA,14
SAO PAULO,PROMORAR SAPOPEMBA,14
SAO PAULO,JARDIM VALE DAS VIRTUDES,14
SAO PAULO,PEDRA BRANCA,14
TABOAO DA SERRA,VILA INDIANA,14
SAO PAULO,PARQUE MONTEIRO SOARES,14
SAO PAULO,CHACARA COCAIA,14
FRANCISCO MORATO,JARDIM VASSOURAS,14
BARUERI,JARDIM TUPANCI,14
CARAPICUIBA,JARDIM ANGELA MARIA,14
FRANCISCO MORATO,JARDIM VASSOURAS II,14
SAO PAULO,JARDIM ARICANDUVA,14
SAO PAULO,JD VILA FORMOSA,14
SAO PAULO,JARDIM CACHOEIRA,14
RIBEIRAO PIRES,ALIANCA,14
SAO PAULO,JARDIM NOVO CARRAO,14
SAO PAULO,JD IRIS,14
TABOAO DA SERRA,JARDIM SCANDIA,14
ITAPEVI,JARDIM GIOIA,14
SAO PAULO,JARDIM SAO GONCALO,14
SAO PAULO,JD SAO JORGE,14
SAO PAULO,VILA AYROSA,14
GUARULHOS,JARDIM PALMIRA,14
SAO PAULO,JD BELEM,14
SAO PAULO,NICARAGUA,14
TABOAO DA SERRA,JARDIM SAPORITO,13
SAO PAULO,VILA VERMELHA,13
SAO PAULO,JARDIM ANTARTICA,13
COTIA,PARQUE MIGUEL MIRIZOLA,13
SAO PAULO,JD COIMBRA,13
SAO PAULO,JARDIM AEROPORTO,13
MAIRIPORA,CAPOAVINHA,13
FERRAZ DE VASCONCELOS,VILA ROMANOPOLIS,13
SANTO ANDRE,VILA SCARPELLI,13
SAO PAULO,PQ STO ANTONIO,13
SAO PAULO,HORTO DO YPE,13
SAO PAULO,PARQUE EUROPA,13
SAO PAULO,JARDIM GAIVOTAS,13
TABOAO DA SERRA,JARDIM MARIA LUIZA,13
CARAPICUIBA,COHAB 02,13
MOGI DAS CRUZES,VILA SAGRADO CORACAO DE MARIA,13
SAO PAULO,VILA HEBE,13
SAO PAULO,VILA RENATO,13
SAO PAULO,VILA GUMERCINDO,13
SAO PAULO,JARDIM MIRIAN,13
SAO CAETANO DO SUL,CERAMICA,13
ITAPECERICA DA SERRA,JARDIM DAS OLIVEIRAS,13
SAO PAULO,PARQUE SONIA,13
MAUA,VILA ASSIS BRASIL,13
SAO PAULO,VILA NOVA PIRAJUSSARA,13
SAO PAULO,CASA VERDE BAIXA,13
GUARULHOS,PARQUE PRIMAVERA,13
POA,JARDIM NOVA POA,13
TABOAO DA SERRA,PARQUE SAO JOAQUIM,13
MAUA,JARDIM MAUA,13
SAO PAULO,JARDIM OLINDA,13
SAO PAULO,JD VAZ DE LIMA,13
SAO PAULO,JARDIM JOANA DARC,13
SAO PAULO,PARQUE JABAQUARA,13
POA,VILA SANTA HELENA,13
SAO PAULO,PARQUE SAO JOSE,13
SAO PAULO,FAVELA JARDIM BONITO III,13
SAO CAETANO DO SUL,SANTA MARIA,13
GUARULHOS,JARDIM ANGELICA,13
MOGI DAS CRUZES,CENTRO,13
OSASCO,JARDIM SANTO ANTONIO,13
SAO PAULO,CONJUNTO HABITACIONAL CASTRO ALVES,13
FERRAZ DE VASCONCELOS,CONJUNTO RESIDENCIAL PRESIDENTE CASTELO BRANCO,13
SAO PAULO,VILA CONSTANCIA,13
SAO PAULO,PENHA DE FRANCA,13
BARUERI,RECANTO PHRYNEA,13
ITAPECERICA DA SERRA,JARDIM BRANCA FLOR,13
SAO PAULO,PARQUE SAO MIGUEL,12
SAO PAULO,VILA GRANADA,12
MAUA,JARDIM IPE,12
SAO PAULO,VILA DAS BELEZAS,12
SANTO ANDRE,RECREIO DA BORDA DO CAMPO,12
SAO PAULO,VILA ROMANA,12
SUZANO,PARQUE SANTA ROSA,12
SAO PAULO,VILA PAIVA,12
SAO PAULO,BRISTOL,12
SAO PAULO,VILA MATIAS,12
SAO PAULO,VILA DAS MERCES,12
SUZANO,JARDIM ALTEROPOLIS,12
SAO PAULO,JARDIM SETE DE SETEMBRO,12
SAO PAULO,JARDIM VARGINHA,12
ITAPEVI,JARDIM BRIQUET,12
SAO PAULO,JARDIM NORMA,12
GUARULHOS,CIDADE PARQUE ALVORADA,12
ITAQUAQUECETUBA,CAMPO LIMPO,12
SAO PAULO,JARDIM VILA FORMOSA,12
OSASCO,VILA OSASCO,12
SAO PAULO,PARADA DE TAIPAS,12
SAO PAULO,JARDIM TUPI,12
ITAQUAQUECETUBA,VILA MONTE BELO,12
SANTO ANDRE,JARDIM,12
SAO PAULO,JARDIM PARIS,12
GUARULHOS,JARDIM ARAPONGAS,12
SAO PAULO,LUZ,12
SAO PAULO,CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA,12
SANTO ANDRE,VILA ASSUNCAO,12
ITAPEVI,JARDIM CRUZEIRO,12
SAO PAULO,VILA ARICANDUVA,12
SAO PAULO,JD CAPELINHA,12
SAO PAULO,IZOLINA MAZZEI,12
ITAPEVI,ALTO DA COLINA,12
GUARULHOS,PARQUE JUREMA,12
SUZANO,BOA VISTA,12
SAO PAULO,VILA JAGUARA,12
FERRAZ DE VASCONCELOS,VILA JAMIL,12
GUARULHOS,PONTE ALTA,12
SAO PAULO,VILA POMPEIA,12
CARAPICUIBA,COHAB 2,12
SAO PAULO,INTERLAGOS,12
SAO BERNARDO DO CAMPO,PARQUE LOS ANGELES,12
GUARULHOS,VILA ALZIRA,12
SAO PAULO,JARDIM ITATIAIA,12
CARAPICUIBA,VILA SAO JOSE,12
SAO PAULO,JARDIM SANTA EDWIGES,12
SAO PAULO,VILA EMIR,12
ITAPEVI,AREIAO,12
CARAPICUIBA,VILA CALDAS,12
ITAPEVI,JARDIM BELA VISTA,12
SAO PAULO,JARDIM AVENIDA,12
SAO PAULO,VILA PAULISTANA,12
GUARULHOS,PARQUE CONTINENTAL,11
SAO PAULO,VILA FAZZEONI,11
MAUA,VILA FEITAL,11
SAO PAULO,VILA CELESTE,11
COTIA,CENTRO,11
GUARULHOS,AGUA AZUL,11
ITAPECERICA DA SERRA,JARDIM SAO PEDRO,11
SAO PAULO,VILA MARIA BAIXA,11
SAO PAULO,JARDIM PANTANAL,11
SAO CAETANO DO SUL,SANTA PAULA,11
MAUA,JARDIM ELIZABETH,11
TABOAO DA SERRA,PARQUE MARABA,11
SAO PAULO,VILA CISPER,11
SAO PAULO,PARQUE NOVO SANTO AMARO,11
SAO PAULO,PARQUE RECREIO,11
SAO PAULO,JARDIM VISTA LINDA,11
SAO PAULO,CONJUNTO HABITACIONAL SENADOR TEOTONIO,11
SAO CAETANO DO SUL,FUNDACAO,11
CARAPICUIBA,VILA IZA,11
SUZANO,JARDIM MONTE CRISTO,11
MAUA,VILA NOVA MAUA,11
TABOAO DA SERRA,JARDIM PANORAMA,11
MOGI DAS CRUZES,BRAZ CUBAS,11
SUZANO,JARDIM SAO JOSE,11
SAO PAULO,JARDIM DOM JOSE,11
ITAPECERICA DA SERRA,EMBU MIRIM,11
SAO PAULO,JARDIM ITAPOLIS,11
FERRAZ DE VASCONCELOS,JARDIM CASTELO,11
FRANCO DA ROCHA,ESTANCIA LAGO AZUL,11
SAO PAULO,JD SANTA MARGARIDA,11
SAO PAULO,JARDIM BARTIRA,11
SANTO ANDRE,VILA LINDA,11
OSASCO,INDUSTRIAL ANHANGUERA,11
SANTO ANDRE,CENTREVILLE,11
SAO PAULO,SANTA FE,11
SAO PAULO,VILA AMALIA,11
CAIEIRAS,NOVA ERA,11
SAO PAULO,JD VARGINHA,11
SAO PAULO,JARDIM NOVO MARILDA,11
SAO PAULO,JARDIM IPORANGA,11
SAO PAULO,PROMORAR,11
SAO PAULO,VILA PAULISTA,11
CARAPICUIBA,JARDIM ANA MARIA,11
SAO PAULO,JD IPANEMA,11
SAO PAULO,JARDIM SAO NICOLAU,11
GUARULHOS,JARDIM MARILENA,11
SAO PAULO,PARQUE PENHA,11
SAO BERNARDO DO CAMPO,JARDIM CALUX,11
SAO PAULO,JARDIM SATELITE,11
SAO PAULO,JARDIM GUANABARA,11
TABOAO DA SERRA,SITIO DAS MADRES,11
SAO PAULO,PARQUE ITABERABA,11
GUARULHOS,PARQUE UIRAPURU,11
SAO PAULO,JARDIM ELEDY,11
SAO PAULO,JARDIM GUAIRACA,11
SAO PAULO,JARDIM MARIA ESTELA,11
SAO PAULO,JARDIM SAO GABRIEL,10
TABOAO DA SERRA,JARDIM MARIA HELENA,10
MAIRIPORA,JARDINS MAIRIPORA,10
SAO PAULO,JARDIM IRAPIRANGA,10
MOGI DAS CRUZES,JARDIM PLANALTO,10
SAO PAULO,JARDIM JERIVA,10
SAO PAULO,JARDIM NOVO HORIZONTE,10
SAO PAULO,JARDIM SANTANA,10
SAO PAULO,PARQUE PAINEIRAS,10
MAUA,JARDIM SONIA MARIA,10
SAO PAULO,JARDIM SANDRA,10
TABOAO DA SERRA,JARDIM MONTE ALEGRE,10
SANTO ANDRE,JARDIM IPANEMA,10
SAO PAULO,JARDIM SILVEIRA,10
POA,JARDIM SAO JOSE,10
SAO PAULO,PARQUE LIGIA,10
MAUA,JARDIM MIRANDA DAVIZ,10
SANTO ANDRE,PARQUE ERASMO ASSUNCAO,10
SAO PAULO,VILA MARARI,10
SANTO ANDRE,JARDIM STELLA,10
SAO PAULO,VILA NOVA MAZZEI,10
MOGI DAS CRUZES,JARDIM SAO PEDRO,10
SAO PAULO,JARDIM NOEMIA,10
CARAPICUIBA,VILA CAPRIOTTI,10
SAO PAULO,JARDIM MONTE LIBANO,10
SAO PAULO,PARQUE SAO LUIS,10
SAO PAULO,PQ CRUZEIRO DO SUL,10
SAO PAULO,PQ BOA ESPERANCA,10
FRANCISCO MORATO,JARDIM SILVIA,10
CARAPICUIBA,COHAB V,10
GUARULHOS,MONTE CARMELO,10
ITAPECERICA DA SERRA,RECREIO PRIMAVERA,10
FRANCO DA ROCHA,JARDIM PROGRESSO,10
SAO PAULO,VILA BERTIOGA,10
SAO PAULO,JARDIM CENTENARIO,10
FRANCO DA ROCHA,VILA BELA,10
ITAPEVI,JARDIM RAINHA,10
SAO PAULO,JARDIM DAMASCENO,10
CAIEIRAS,VERA TEREZA,10
SAO PAULO,CHACARA MAFALDA,10
GUARULHOS,CIDADE PARQUE BRASILIA,10
SAO PAULO,SP,10
GUARULHOS,JARDIM ISABEL,10
SAO PAULO,CHACARA BELENZINHO,10
SAO PAULO,VL PENTEADO,10
GUARULHOS,JARDIM GUILHERMINO,10
SAO PAULO,PARQUE BANCARIO,10
ITAPEVI,JARDIM HOKAIDO,10
SAO PAULO,VILA CLARICE,10
FRANCISCO MORATO,RECANTO FELIZ,10
GUARULHOS,PARQUE CECAP,10
SAO PAULO,PQ SAVOY CITY,10
ITAPECERICA DA SERRA,CHACARA SANTA MARIA,10
SAO CAETANO DO SUL,BOA VISTA,10
SAO PAULO,JARDIM ALVORADA,10
FERRAZ DE VASCONCELOS,JARDIM SAO FERNANDO,10
FERRAZ DE VASCONCELOS,JARDIM SAO JOAO,10
COTIA,JARDIM SANDRA,10
SUZANO,VILA AMORIM,10
SAO PAULO,JARDIM DAS PEDRAS,10
FERRAZ DE VASCONCELOS,JARDIM DAYSE,10
SAO PAULO,JARDIM CORISCO,10
SAO PAULO,VILA BRASILIO MACHADO,10
FRANCISCO MORATO,JARDIM OLGA,10
GUARULHOS,PARQUE CONTINENTAL II,10
SAO PAULO,GUARAPIRANGA,10
SAO PAULO,VILA ANASTACIO,9
SAO PAULO,VILA LEONOR,9
SUZANO,VILA URUPES,9
COTIA,JARDIM ARARUAMA,9
SAO PAULO,VILA PEREIRA BARRETO,9
TABOAO DA SERRA,JARDIM DAS MARGARIDAS,9
SAO CAETANO DO SUL,OLIMPICO,9
MAUA,ALTO DA BOA VISTA,9
SAO PAULO,JARDIM MARIA DUARTE,9
MAUA,JARDIM MARIA ENEIDA,9
TABOAO DA SERRA,JARDIM COMUNITARIO,9
SAO PAULO,VILA DIVA,9
SAO PAULO,PARQUE PAIOLZINHO,9
CARAPICUIBA,PARQUE SANTA TERESA,9
SAO PAULO,VILA BELA VISTA,9
GUARULHOS,JARDIM ROSA DE FRANCA,9
COTIA,JARDIM COTIA,9
GUARULHOS,PARQUE MIKAIL II,9
SAO PAULO,BALNEARIO MAR PAULISTA,9
SAO PAULO,ALTO DA LAPA,9
GUARULHOS,JARDIM SANTA INES,9
GUARULHOS,BASP,9
SAO PAULO,JARDIM PRESIDENTE,9
SAO PAULO,REAL PARQUE,9
SAO PAULO,JARDIM BOTUCATU,9
SAO PAULO,PQ DAS FLORES,9
SUZANO,VILA FIGUEIRA,9
SAO PAULO,VILA CARIOCA,9
SAO PAULO,JARDIM NOVO ORIENTE,9
SUZANO,PARQUE RESIDENCIAL CASA BRANCA,9
SAO PAULO,LAR NACIONAL,9
SAO PAULO,CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORAIS,9
SAO PAULO,JARDIM ADUTORA,9
FERRAZ DE VASCONCELOS,JARDIM SAO LAZARO,9
SAO PAULO,VILA ALZIRA,9
SAO PAULO,JARDIM NELIA,9
COTIA,ALTOS DE CAUCAIA,9
MOGI DAS CRUZES,VILA CAPUTERA,9
SAO PAULO,PARQUE MARIA HELENA,9
SAO PAULO,JARDIM MARINGA,9
GUARULHOS,JARDIM ANNA,9
SAO PAULO,PIQUERI,9
GUARULHOS,INVERNADA,9
SAO PAULO,VILA DALILA,9
SAO PAULO,JARDIM CONSORCIO,9
SAO PAULO,VILA DOMITILA,9
EMBU-GUACU,PARQUE SAO PAULO,9
SAO PAULO,PILOES,9
SAO PAULO,JARDIM PIRATININGA,9
SAO PAULO,CONJ HAB PADRE JOSE DE ANCHIETA,9
SAO PAULO,VILA CUNHA BUENO,9
CARAPICUIBA,VILA LOURDES,9
MOGI DAS CRUZES,ALTO DO IPIRANGA,9
SAO PAULO,JD RODOLFO PIRANE,9
SAO PAULO,JD SANTA FE,9
SAO PAULO,JARDIM CAMPO LIMPO,9
SAO CAETANO DO SUL,BARCELONA,9
SAO PAULO,JARDIM EVANA,9
SAO PAULO,JD DAS PEDRAS,9
ITAQUAQUECETUBA,JARDIM NOSSA SENHORA DAJUDA,9
SANTANA DE PARNAIBA,CHACARA SOLAR III,9
SAO PAULO,JARDIM FILHOS DA TERRA,9
SANTANA DE PARNAIBA,VARZEA,9
COTIA,NOSSA SENHORA DAS GRACAS,9
SAO PAULO,VILA FLAVIA,9
ITAQUAQUECETUBA,CORREDOR,9
SAO PAULO,JARDIM SANTO ELIAS,9
COTIA,MIRANTE DA MATA,9
SAO PAULO,JARDIM FERNANDES,9
ITAPEVI,JARDIM CARDOSO,9
SANTO ANDRE,JARDIM TELLES DE MENEZES,9
COTIA,JARDIM ROSEMARY,9
CARAPICUIBA,JARDIM ALVORADA,9
SANTO ANDRE,VILA GUARACIABA,9
SANTO ANDRE,CATA PRETA,9
SAO PAULO,VILA FIRMIANO PINTO,9
SAO PAULO,JARDIM UMUARAMA,9
ITAPEVI,CONJUNTO HABITACIONAL,9
ITAPEVI,COHAB I,9
SANTO ANDRE,VILA GUARANI,9
SANTO ANDRE,VILA FLORESTA,9
SAO BERNARDO DO CAMPO,DER,9
SAO PAULO,VILA SANTA CLARA,9
SANTO ANDRE,VILA HUMAITA,9
CARAPICUIBA,JARDIM SANTO ESTEVAO,9
SANTO ANDRE,VILA LUCINDA,9
SANTO ANDRE,JARDIM ALZIRA FRANCO,9
ITAPECERICA DA SERRA,JARDIM IDEMORI,9
TABOAO DA SERRA,JARDIM SILVIO SAMPAIO,9
SAO PAULO,JARDIM INDEPENDENCIA,9
CARAPICUIBA,PARQUE FLORIDA,9
CARAPICUIBA,COHAB,9
SAO PAULO,RIVIERA,9
SAO PAULO,VILA HORTENCIA,9
CARAPICUIBA,JARDIM SAO DANIEL,9
SANTANA DE PARNAIBA,BAIRRO 120,9
TABOAO DA SERRA,JARDIM SUINA,9
SAO PAULO,JARDIM CINCO DE JULHO,8
GUARULHOS,CIDADE ARACILIA,8
ARUJA,ARUJAMERICA,8
FERRAZ DE VASCONCELOS,JARDIM YONE,8
SAO PAULO,PARQUE DO OTERO,8
SAO PAULO,JARDIM FLAMENGO,8
SAO PAULO,JARDIM COLORADO,8
SAO PAULO,VILA DA PAZ,8
SANTANA DE PARNAIBA,SAO PEDRO,8
SAO PAULO,JARDIM NOVA GERMANIA,8
CARAPICUIBA,JARDIM HERMINIA,8
FERRAZ DE VASCONCELOS,CIDADE KEMEL,8
FRANCO DA ROCHA,PARQUE MONTREAL,8
SAO PAULO,SAO LUIS,8
MOGI DAS CRUZES,JARDIM MODELO,8
FRANCISCO MORATO,JARDIM NOVA ESPERANCA,8
SAO PAULO,JARDIM VITORIA,8
SAO PAULO,JORDANOPOLIS,8
SANTO ANDRE,VILA PIRES,8
BARUERI,JARDIM AUDIR,8
CARAPICUIBA,VILA MERCES,8
MOGI DAS CRUZES,VILA SUISSA,8
TABOAO DA SERRA,JARDIM HENRIQUETA,8
SAO PAULO,CONJ BARRO BRANCO,8
SAO PAULO,VILA ZILDA,8
MOGI DAS CRUZES,CEZAR DE SOUZA,8
SAO PAULO,COLONIA,8
BARUERI,JARDIM JULIO,8
SAO PAULO,NOSSA SENHORA DO O,8
ITAPEVI,PARQUE BOA ESPERANCA,8
SAO PAULO,JARDIM MARILDA,8
CARAPICUIBA,VILA MARCONDES,8
FERRAZ DE VASCONCELOS,VILA CRISTINA,8
BARUERI,JARDIM MARIA HELENA,8
SAO PAULO,PARQUE DO LAGO,8
SANTANA DE PARNAIBA,PARQUE SANTANA,8
SAO PAULO,JD CAPELA,8
SANTO ANDRE,SANTA TEREZINHA,8
SAO PAULO,JARDIM ELIANE,8
SAO PAULO,JARDIM LUSO,8
SAO PAULO,CEU AZUL,8
SAO PAULO,VILA LUCIA,8
SAO PAULO,VILA CAIUBA,8
SAO PAULO,JARDIM MONTE ALEGRE,8
SAO PAULO,JARDIM DAS FONTES,8
SAO PAULO,VILA GUSTAVO,8
ITAPECERICA DA SERRA,POTUVERA,8
COTIA,JARDIM CLAUDIO,8
SAO PAULO,ALTO DA BOA VISTA,8
COTIA,RECANTO DOS VICTORS,8
SANTO ANDRE,JARDIM UTINGA,8
ITAPECERICA DA SERRA,JARDIM VALO VELHO,8
MOGI DAS CRUZES,VILA LAVINIA,8
COTIA,AGUA ESPRAIADA,8
SAO BERNARDO DO CAMPO,PARQUE SAO RAFAEL,8
SAO PAULO,JARDIM JANGADEIRO,8
SAO PAULO,JARDIM SANTA LUCIA DO GUACURI,8
SAO PAULO,MONTE AZUL,8
SAO PAULO,VILA SAO PAULO,8
SAO PAULO,PARQUE SANTA BARBARA,8
SAO PAULO,JARDIM SANTA EMILIA,8
COTIA,PARQUE RIZZO,8
SAO PAULO,JD GAIVOTAS,8
COTIA,VILA CLARA,8
SANTANA DE PARNAIBA,FAZENDINHA,8
SAO PAULO,VILA MADALENA,8
SAO PAULO,JARDIM MALIA,8
SUZANO,JARDIM CASA BRANCA,8
SUZANO,VILA FATIMA,8
SAO PAULO,VILA NOVA UTINGA,8
MOGI DAS CRUZES,VILA POMAR,8
SAO PAULO,VILA MONTE ALEGRE,8
SANTANA DE PARNAIBA,JARDIM SAO LUIZ,8
SUZANO,JARDIM CACIQUE,8
MOGI DAS CRUZES,VILA PAULISTA,8
SAO PAULO,JARDIM MARCELO,8
SAO PAULO,PARQUE RESIDENCIAL DOS LAGOS,8
MOGI DAS CRUZES,PORTEIRA PRETA,8
SAO PAULO,JARDIM MARAJOARA,8
MAUA,JARDIM ROSINA,8
SAO PAULO,JARDIM PRUDENCIA,8
SAO PAULO,SOUZA DANTAS,8
ITAQUAQUECETUBA,PARQUE RESIDENCIAL MARENGO,8
MAUA,JARDIM ITAPEVA,8
SAO PAULO,JD CECI,8
COTIA,JARDIM JAPAO,8
TABOAO DA SERRA,JARDIM SANTO ONOFRE,8
CAIEIRAS,JARDIM PINHEIROS,8
SAO PAULO,PQ SANTANA,7
ARUJA,CENTRO,7
SANTO ANDRE,VILA HOMERO THON,7
MOGI DAS CRUZES,VILA JUNDIAI,7
SAO PAULO,FURNAS,7
CARAPICUIBA,JARDIM GUIOMAR,7
SAO PAULO,VILA CARAGUATA,7
SAO PAULO,JARDIM ANTONIETA,7
SANTO ANDRE,VILA HELENA,7
SAO PAULO,PARQUE NOVA SANTO AMARO,7
SAO PAULO,FAVELA CAMPO DE FORA,7
CARAPICUIBA,JARDIM NOVA CARAPICUIBA,7
SAO PAULO,GRANJA JULIETA,7
SAO PAULO,PARQUE SANTA EDWIGES,7
SAO PAULO,EMBURA,7
OSASCO,JARDIM BONANCA,7
SAO BERNARDO DO CAMPO,JARDIM OLAVO BILAC,7
SAO PAULO,VILA BOM JARDIM,7
TABOAO DA SERRA,PARQUE MONTE ALEGRE,7
SAO PAULO,BOTURUSSU,7
SAO PAULO,BORTOLANDIA,7
SAO PAULO,JARDIM MADALENA,7
SAO PAULO,BALNEARIO SAO JOSE,7
SAO PAULO,VILA GUIOMAR,7
SAO PAULO,JARDIM ELIANA,7
SAO PAULO,JARDIM LILAH,7
SAO PAULO,ARARIBA,7
RIBEIRAO PIRES,OURO FINO,7
SAO PAULO,VILA BANDEIRANTES,7
RIBEIRAO PIRES,SANTA LUZIA,7
SAO PAULO,JARDIM DOS MANACAS,7
SAO PAULO,JARDIM DAS NACOES,7
SAO PAULO,AGUA BRANCA,7
SAO CAETANO DO SUL,VILA SAO JOSE,7
SAO PAULO,JARDIM DOS EUCALIPTOS,7
SANTANA DE PARNAIBA,PARQUE DOS EUCALIPTOS,7
MOGI DAS CRUZES,VILA CINTRA,7
OSASCO,VILA YARA,7
SAO PAULO,JARDIM CARAGUATA,7
SANTO ANDRE,JARDIM BELA VISTA,7
SAO PAULO,CUPECE,7
CARAPICUIBA,JARDIM COPIUVA,7
SANTO ANDRE,JARDIM ALVORADA,7
SANTO ANDRE,JARDIM ACLIMACAO,7
OSASCO,JARDIM DAS FLORES,7
SAO PAULO,JARDIM GONZAGA,7
SAO PAULO,VILA BRASIL,7
SAO PAULO,PARQUE RESIDENCIAL,7
SAO PAULO,CHACARA GAIVOTAS,7
OSASCO,METALURGICOS,7
CARAPICUIBA,JARDIM ANGELICA,7
SAO PAULO,VILA COSTA MELO,7
OSASCO,PARQUE BANDEIRANTES,7
SAO PAULO,JARDIM CELESTE,7
BARUERI,JARDIM SANTA MONICA,7
SAO PAULO,VILA IOLANDA II,7
BARUERI,JARDIM TATIANA,7
SANTO ANDRE,CASA BRANCA,7
FERRAZ DE VASCONCELOS,JARDIM MARIA CECILIA,7
SAO PAULO,JARDIM MORAES PRADO,7
SAO PAULO,SITIO DO MANDAQUI,7
SAO PAULO,JARDIM SANTA MONICA,7
SAO PAULO,JD PROGRESSO,7
SAO PAULO,VILA NOVA PERUS,7
SUZANO,CIDADE MIGUEL BADRA,7
TABOAO DA SERRA,JARDIM MARIA ROSA,7
COTIA,PARQUE SANTA RITA DE CASSIA,7
GUARULHOS,VILA UNIAO,7
JANDIRA,PARQUE IGLESIAS,7
COTIA,JARDIM ISIS,7
SAO PAULO,VILA REGENTE FEIJO,7
SAO PAULO,VILA RICA,7
SAO PAULO,JD FLOR DE MAIO,7
SAO PAULO,JD SANTO EDUARDO,7
COTIA,JARDIM LEONOR,7
SAO PAULO,JARDIM SAO JUDAS TADEU,7
SAO PAULO,JD SAO VICENTE,7
ITAPECERICA DA SERRA,JARDIM CINIRA,7
ITAPECERICA DA SERRA,JARDIM HORIZONTE AZUL,7
SAO PAULO,VILA RUBI,7
ITAPECERICA DA SERRA,MOMBACA,7
FRANCISCO MORATO,JARDIM SAO JOAO,7
FRANCISCO MORATO,JARDIM SANTA CATARINA,7
FRANCISCO MORATO,JARDIM ROSA,7
MAIRIPORA,BOM JESUS DA TERRA PRETA,7
MAIRIPORA,CENTRO,7
SAO PAULO,JARDIM PATENTE,7
FRANCO DA ROCHA,VILA LANFRANCHI,7
SAO PAULO,JD MARILIA,7
COTIA,JARDIM SAO MIGUEL,7
DIADEMA,SANTA RITA,7
SAO PAULO,VILA PAULO SILAS,7
GUARULHOS,JARDIM CENTENARIO,7
SAO PAULO,JD NICARAGUA,7
MAIRIPORA,TERRA PRETA,7
GUARULHOS,JARDIM ARUJA,7
GUARULHOS,JARDIM ANSALCA,7
SAO PAULO,JD IV CENTENARIO,7
SAO PAULO,JD NOVO PARELHEIROS,7
TABOAO DA SERRA,CHACARA AGRINDUS,7
GUARULHOS,ITAIM,7
SAO PAULO,JARDIM RUBILENE,7
SAO PAULO,PARQUE AMAZONAS,7
GUARULHOS,JARDIM SANTO AFONSO,7
SAO PAULO,VARGINHA,7
SAO PAULO,JARDIM SABIA,7
SAO PAULO,JARDIM SANTA AMELIA,7
GUARULHOS,JARDIM SILVESTRE,7
MAUA,JARDIM PRIMAVERA,7
SAO PAULO,PARQUE BUTURUSSU,7
GUARULHOS,MORRO GRANDE,7
SAO PAULO,VILA SANTA INES,7
SAO PAULO,JARDIM ROMANO,7
TABOAO DA SERRA,JARDIM GUAYANA,7
FERRAZ DE VASCONCELOS,JARDIM JULIANA,7
SAO PAULO,JD BANDEIRANTES,7
FERRAZ DE VASCONCELOS,VILA CORREA,7
FERRAZ DE VASCONCELOS,VILA JUREMA,7
COTIA,JARDIM RECANTO SUAVE,7
SAO PAULO,JARDIM SONIA INGA,7
ITAQUAQUECETUBA,ARACARE,7
MOGI DAS CRUZES,JARDIM PIATA,7
ITAPEVI,CONJUNTO HABITACIONAL SETOR D,7
ITAQUAQUECETUBA,JARDIM NICEA,7
SAO PAULO,JARDIM VERGUEIRO,7
TABOAO DA SERRA,JARDIM HELENA,7
MOGI DAS CRUZES,JARDIM AEROPORTO I,7
SAO PAULO,USINA PIRATININGA,7
COTIA,JARDIM NOSSA SENHORA DAS GRACAS,7
SAO PAULO,VILA NATALIA,7
COTIA,JARDIM NOVA VIDA,6
CAJAMAR,JORDANESIA,6
